transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,date_type,date
rent,Connington Road London SE13,2,1, ,"£1,775",£410,"A beautiful two bedroom apartment located in the highly popular Silvermill development in Lewisham. Conveniently located for Elverson Road and Lewisham DLR stations and Lewisham mainline station for easy access into Central London and Canary Wharf. Lewisham town centre, Greenwich and Blackheath a...",Ground Flat,Connington Road London SE13,"JLL, Greenwich",rightmove,https://www.rightmove.co.uk/properties/134897831#/?channel=RES_LET,Added,2023-05-17
rent,"Girton Avenue, London, NW9",4,2, ,"£2,500",£577,Available From 15.06.23 - 4 Bedroom Semi-Detached House - Nearest Station Is Queensbury (Jubilee Line) Station - 3 Double Bedroom - 1 Single Bedroom - 1 Reception - Kitchen - Ground Floor Shower Room & WC - First Floor Family Bathroom - Driveway For 1 Car - Garden - Outhouse - Council Tax ...,Semi-Detached,NW9,"Infinity Property Solutions, Harrow",rightmove,https://www.rightmove.co.uk/properties/134897798#/?channel=RES_LET,Added,2023-05-17
rent,"Harley Road, Swiss Cottage, London, NW3",4,2, ,"£13,000","£3,000","Situated within close proximity of Primrose Hill and Swiss Cottage is this well presented town house. The property boasts good living accommodation throughout and comprises a spacious kitchen diner, two reception room with access onto a private terrace, four bedrooms, four bathrooms, secure integ...",Terraced,NW3,"Stones Residential, Belsize Park",rightmove,https://www.rightmove.co.uk/properties/134897738#/?channel=RES_LET,Added,2023-05-17
rent,"Atlas Building, 145 City Road, EC1V",1,1, ,"£2,925",£675,"Regent are proud to present this stylish one-bedroom apartment in newly built The Atlas Building development, in the heart of London. The property comprises a spacious bedroom, an open concept living area with a large, fully fitted kitchen with access to the balcony and a m...",Apartment,EC1V,"Regent Letting and Property Management, London",rightmove,https://www.rightmove.co.uk/properties/134897720#/?channel=RES_LET,Added,2023-05-17
rent,"Vassall Road, Oval SW9",4,2, ,"£3,510",£810,"Located in the Vassall Ward Conservation area, this light and bright, four bedroom, two bathroom, three storey, Georgian style home is setback from the street behind a small formal garden with two mature trees with all three floors rising above give the house added privacy and curb-appeal. Direct...",Terraced,Oval SW9,"Look Property Services Ltd, Bow",rightmove,https://www.rightmove.co.uk/properties/134897645#/?channel=RES_LET,Added,2023-05-17
rent,"Dulwich Road, Herne Hill, London, SE24",1,1, ,"£1,450",£335,Pedder are delighted to announce a fantastically presented one bedroom property to rent in the increasingly popular poets corner area of Herne Hill.,Flat,SE24,"Pedder, Herne Hill",rightmove,https://www.rightmove.co.uk/properties/134897711#/?channel=RES_LET,Added,2023-05-17
rent,"Cavendish Road, Clapham",2,1, ,"£2,250",£519,"A spacious two bedroom flat conveniently located for Clapham South Underground station, Abbeville Village and the open spaces of Clapham Common. This attractive Victorian property benefits from a large garden. The property comprises of a large, master bedroom, a further double bedroom, bathro...",Flat,Clapham,"Jacksons Estate Agents, Clapham",rightmove,https://www.rightmove.co.uk/properties/134897672#/?channel=RES_LET,Added,2023-05-17
rent,"Kings Road, London, SW3",3,, ,"£3,880",£895,"3-bed house in Chelsea,Available from 2 May",Flat,SW3,"SW16, Streatham",rightmove,https://www.rightmove.co.uk/properties/133954892#/?channel=RES_LET,Reduced,2023-05-17
rent,"Battersea Power Station, Battersea Underground Station, London, SW11",2,1, ,"£3,350",£773,Introducing a brand new apartment in an ideal location with access to Battersea Park; nearby tube stations (Battersea Power Station; Vauxhall and Nine Elms),Apartment,SW11,"JBrown, London",rightmove,https://www.rightmove.co.uk/properties/134897615#/?channel=RES_LET,Added,2023-05-17
rent,"Thirsk Road, Clapham Common North Side, London, SW11",2,1, ,"£2,500",£577,"ZERO DEPOSIT AVAILABLE. LONG LET. Located on a popular residential road moments from Clapham Common, this superb 2 bedroom split level flat offers beautifully presented living space in an excellent location.",Flat,SW11,"Foxtons, Battersea",rightmove,https://www.rightmove.co.uk/properties/134466485#/?channel=RES_LET,Reduced,15/05/2023
rent,"Kings Road, London, SW3",3,, ,"£3,880",£895,"3-bed house in Chelsea,Available from 2 May",Flat,SW3,"SW16, Streatham",rightmove,https://www.rightmove.co.uk/properties/133954892#/?channel=RES_LET,Reduced,2023-05-17
rent,"Battersea Power Station, Battersea Underground Station, London, SW11",2,1, ,"£3,350",£773,Introducing a brand new apartment in an ideal location with access to Battersea Park; nearby tube stations (Battersea Power Station; Vauxhall and Nine Elms),Apartment,SW11,"JBrown, London",rightmove,https://www.rightmove.co.uk/properties/134897615#/?channel=RES_LET,Added,2023-05-17
rent,City Walk London SE1,2,2, ,"£2,750",£635,"Newly refurbished apartment with private terrace, two bedrooms, open plan kitchen and off street parking, moments from the amenities of Bermondsey Street whilst being within easy walking distance to London Bridge station.",Apartment,City Walk London SE1,"Hamptons Lettings, Tower Bridge",rightmove,https://www.rightmove.co.uk/properties/134897552#/?channel=RES_LET,Added,2023-05-17
rent,"Castletown Road, London, W14",,, ,"£1,950",£450,A well-presented and conveniently located studio situated in the heart of West Kensington.,Apartment,W14,"Hastings International, London Bridge",rightmove,https://www.rightmove.co.uk/properties/134897495#/?channel=RES_LET,Added,2023-05-17
rent,"Chapter Way, London, SW19",2,2, ,"£2,000",£462,"We are proud to offer this delightful 2 bedroom, 2 bathroom flat in a great location. Available to move in from 17 May 2023, this property benefits from available parking, and garden access. Prop... ** Property Reference: 1676170 **",Flat,SW19,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/133472651#/?channel=RES_LET,Reduced,2023-05-17
rent,"Haverstock Road, Gospel Oak NW5",2,1, ,"£1,500",£346,"A light bright flat on the top floor of a 3 storey block. The property is offered in very good condition, with open-plan kitchen reception room. one double bedroom and one single or study. Bathroom with with bath and shower over the top. The property has private balcony, plus separate storage th...",Flat,Gospel Oak NW5,"Day Morris, Hampstead",rightmove,https://www.rightmove.co.uk/properties/134897456#/?channel=RES_LET,Added,2023-05-17
rent,"Castletown Road, London, W14",,, ,"£1,750",£404,A well-presented and conveniently located bed bed-sit in the heart of West Kensington.,Apartment,W14,"Hastings International, London Bridge",rightmove,https://www.rightmove.co.uk/properties/134897444#/?channel=RES_LET,Added,2023-05-17
rent,"Chilworth Street, London, W2.",1,1, ,"£2,145",£495,"One bedroom apartment available to rent on Chilworth Street, W2. This lovely apartment is naturally bright with light streaming through the large windows in the reception room. The accommodation comprises of a large reception room leading onto a modern kitchen unit, double bedroom and separate ...",Flat,W2.,"Knight Frank - Lettings, Hyde Park",rightmove,https://www.rightmove.co.uk/properties/134897432#/?channel=RES_LET,Added,2023-05-17
rent,"Avalon Road, London, SW6",3,3, ,"£5,200","£1,200",Charming family house with a lovely garden situated south off the New Kings Road.,Terraced,SW6,"Savills Lettings, Fulham",rightmove,https://www.rightmove.co.uk/properties/134897426#/?channel=RES_LET,Added,2023-05-17
rent,"New Kent Road, London, SE17",1,1, ,"£2,354",£543,1 Month Free* Unfurnished One Bedroom with Garden Views,Flat,SE17,"Lendlease, City Lights Point",rightmove,https://www.rightmove.co.uk/properties/134897117#/?channel=RES_LET,Added,2023-05-17
rent,"Castletown Road, London, W14",,, ,"£1,250",£288,A well-presented and conveniently located bed sit situated in the heart of West Kensington.,Apartment,W14,"Hastings International, London Bridge",rightmove,https://www.rightmove.co.uk/properties/134897360#/?channel=RES_LET,Added,2023-05-17
rent,Stratton Street London W1J,2,2, ,"£8,017","£1,850",A spacious two bedroom apartment set on the raised ground floor of this immaculately presented period block.,Apartment,Stratton Street London W1J,"Kinleigh Folkard & Hayward - Lettings, Marylebone",rightmove,https://www.rightmove.co.uk/properties/134897336#/?channel=RES_LET,Added,2023-05-17
rent,"Garrett Mansions, Edgware Road, Paddington, London W2",1,1, ,"£4,316",£996,"A luxurious interior designed one-bedroom first floor apartment set over 559 SqFt comprising a large open-plan reception room leading onto a private balcony. The fully integrated kitchen with appliances from Siemens and Miele including oven and induction hobs, large fridge freezer and dishwasher ...",Apartment,London W2,"Relo Redac Strattons, Notting Hill Gate",rightmove,https://www.rightmove.co.uk/properties/134897279#/?channel=RES_LET,Added,2023-05-17
rent,"Canaletto Tower, City Road, Clerkenwell, London, EC1V",1,1, ,"£3,500",£808,"A Stunning fully furnished one bedroom apartment with a private balcony and stunning views found on the 22nd floor of Canaletto Tower, which offers 24-hour concierge, an indoor swimming pool, sauna, gym and spa",Apartment,EC1V,"Victorstone, City Road",rightmove,https://www.rightmove.co.uk/properties/134071049#/?channel=RES_LET,Reduced,2023-05-17
rent,"Sesame apartment, Battersea, SW11",1,1, ,"£1,700",£392,A delightful 5th floor apartment with amazing views overlooking the River Thames near the hotspots of Clapham Junction. Clapham Junction is a strategic rail hub that runs regular train services to Victoria Station.,Apartment,SW11,"Benham & Reeves, Imperial Wharf",rightmove,https://www.rightmove.co.uk/properties/86094312#/?channel=RES_LET,Reduced,2023-05-17
rent,"Camden High Street, Camden NW1",2,, ,"£2,145",£495,"Recently decorated this spacious two double bedroom flat is set on the 2nd floor and has a modern fully fitted kitchen / diner, two double bedrooms, wood floors throughout and a good size lounge leading to a private balcony. Camden High Street is superbly placed with a wealth vibrant local amenit...",Flat,Camden NW1,"Black Katz, Camden",rightmove,https://www.rightmove.co.uk/properties/132547160#/?channel=RES_LET,Added,2023-05-17
rent,"Park Central East, London, SE1",2,2, ,"£2,884",£666,"- PODIUM GARDEN - TECHNO GYM Located in a brand new eco-development with plenty of green spaces, just a 3-minute walk from Elephant & Castle Tube station. *tc's&c's apply",Apartment,SE1,"Home-Made UK Properties Limited, London",rightmove,https://www.rightmove.co.uk/properties/134897249#/?channel=RES_LET,Added,2023-05-17
rent,"Putney Hill, London",2,1, ,"£2,150",£496,"We are delighted to offer this superbly refurbished first floor, two double bedroom apartment, located in this small private development. Offering a gorgeous reception room with stunning new flooring, leading onto open living with brand new state of the art kitchen with bar & stools, ideal for d...",Flat,London,"Allan Fuller, Putney",rightmove,https://www.rightmove.co.uk/properties/134897237#/?channel=RES_LET,Added,2023-05-17
rent,"A/609, Dolphin Square, London, SW1V 3LX",,1, ,"£1,755",£405,*FITNESS CLUB OFFER - Move in by 30th June 2023 T&C's apply | Available Now | Furnished to a High Standard | Newly Refurbished Fitness Club | Zone 1 | Tennis Court | Riverside Property | Pet Friendly | 24 Hour Security ,Flat,SW1V 3LX,"Dolphin Square, London",rightmove,https://www.rightmove.co.uk/properties/134897234#/?channel=RES_LET,Added,2023-05-17
rent,"F/906, Dolphin Square, London, SW1V 3LX",1,1, ,"£2,249",£519,*FITNESS CLUB OFFER - Move in by 30th June 2023 T&C's apply | | Garden Facing | Available Now | Newly Refurbished | Newly Refurbished Fitness Club | Zone 1 | Tennis Court | Riverside Property | Pet Friendly | 24 Hour Security ,Flat,SW1V 3LX,"Dolphin Square, London",rightmove,https://www.rightmove.co.uk/properties/134897222#/?channel=RES_LET,Added,2023-05-17
rent,Astonville Street London SW18,2,1, ,"£1,750",£404,A charming two bedroom ground floor conversion flat to rent situated on this popular Southfields grid street close to local amenities and Southfields tube station.,Apartment,Astonville Street London SW18,"Kinleigh Folkard & Hayward - Lettings, Southfields",rightmove,https://www.rightmove.co.uk/properties/134897210#/?channel=RES_LET,Added,2023-05-17
rent,"Lime Kiln Wharf, 90 Three Colt Street, London, E14",1,1, ,"£1,850",£427,"Presenting a 521 sq. ft. refurbished apartment located in a quieet riverside warehouse conversion, a short walk from Canary Wharf & Westferry DLR. Benefiting from views of the River Thames from the bedroom and private balcony space. The property has further benefited from a recent ...",Apartment,E14,"Stirling Ackroyd Lettings, Canary Wharf",rightmove,https://www.rightmove.co.uk/properties/134897198#/?channel=RES_LET,Added,2023-05-17
rent,"Pembroke Road, London, London, W8",,1, ,"£2,210",£510,"A fifth floor studio located in a portered development with access to communal gardens. The apartment offers built in storage, a seperate kitchen and bathroom, with bath tub. There is additionally lift access.",Apartment,W8,"Barnes International Realty, London",rightmove,https://www.rightmove.co.uk/properties/134897174#/?channel=RES_LET,Added,2023-05-17
rent,"Cheniston Gardens, Kensington, London, W8",,1, ,"£1,499",£346,"ALL UTILITY BILLS INCLUDED - A bright and spacious studio flat situated on the second floor of this stunning period building in the heart of Kensington, London, W8. The apartment boasts an abundance of natural light, a comfortable double bed, ample storage space, and its own en-suite bathroom. Pe...",Studio,W8,"Interlet Sales and Lettings, Kensington",rightmove,https://www.rightmove.co.uk/properties/134897123#/?channel=RES_LET,Added,2023-05-17
rent,Merchant Square Paddington W2,3,2, ,"£6,500","£1,500","Situated on the fifth floor within this sought after modern development in the Paddington Basin, this three double bedroom apartment offers over 1100 sq ft of internal accommodation with two balconies. The development has lift access and benefits from a 24 hour concierge, as well as communal area...",Apartment,Merchant Square Paddington W2,"Hamptons Lettings, Paddington",rightmove,https://www.rightmove.co.uk/properties/134601572#/?channel=RES_LET,Added,09/05/2023
rent,"Makers Building, 1 Jasper Walk, London, , N1",1,1, ,"£2,817",£650,"***Pleae quote reference CN198 when contacting the office*** One bedroom apartment to rent in the Makers building, N1. 11th floor Avaialble 25.06.2023",Flat,N1,"JC Living, London",rightmove,https://www.rightmove.co.uk/properties/134897120#/?channel=RES_LET,Added,2023-05-17
rent,Barry Road East Dulwich SE22,2,1, ,"£2,200",£508,Available June| Detached Property | Victorian Conversion | Top Floor | Two Double Bedrooms | Fitted Storage | Bicycle Store | Energy Efficiency Rating C.,Flat,Barry Road East Dulwich SE22,"Acorn, Dulwich",rightmove,https://www.rightmove.co.uk/properties/134897108#/?channel=RES_LET,Added,2023-05-17
rent,"Mill Street, Shad Thames",2,2, ,"£2,999",£692,"A two double bedroom apartment with clear views of Tower Bridge, Canary Wharf and The River Thames. This apartment is located in the famous China Wharf development in the hear of Shad Thames.",Flat,Shad Thames,"Waterview, Waterview Shad Thames",rightmove,https://www.rightmove.co.uk/properties/134897081#/?channel=RES_LET,Added,2023-05-17
rent,"Park Central East, London, SE1",,1, ,"£2,105",£486,"- PODIUM GARDEN - TECHNO GYM - Located in a brand new eco-development with plenty of green spaces, just a 3-minute walk from Elephant & Castle Tube station. *tc's&c's apply",Studio,SE1,"Home-Made UK Properties Limited, London",rightmove,https://www.rightmove.co.uk/properties/134897057#/?channel=RES_LET,Added,2023-05-17
rent,"Park Central East, London, SE1",1,1, ,"£2,348",£542,"- PODIUM GARDEN - TECHNO GYM Located in a brand new eco-development with plenty of green spaces, just a 3-minute walk from Elephant & Castle Tube station. *tc's&c's apply",Apartment,SE1,"Home-Made UK Properties Limited, London",rightmove,https://www.rightmove.co.uk/properties/134897063#/?channel=RES_LET,Added,2023-05-17
rent,"Manresa Road, London, SW3",1,1, ,"£2,167",£500,1 bedroom apartment to rent Chelsea SW3 This lovely apartment is located on the lower ground floor of a beautiful mansion block. The apartment is a good size with a well proportioned reception room which has space for dining and a fully integrated kitchen. The bedroom has lots of natural l...,Flat,SW3,"Knight Frank - Lettings, Chelsea",rightmove,https://www.rightmove.co.uk/properties/134897024#/?channel=RES_LET,Added,2023-05-17
rent,"Cherbury Court, St. John's Estate, London, N1",3,1, ,"£2,950",£681,"A bright and spacious three bedroom one bathroom apartment with a private balcony, within walking distance Hoxton Overground Station and Shoreditch Park.",Apartment,N1,"Victorstone, City Road",rightmove,https://www.rightmove.co.uk/properties/133521329#/?channel=RES_LET,Added,2023-05-17
rent,"Mill Street, Shad Thames",2,2, ,"£2,999",£692,"A two double bedroom apartment with clear views of Tower Bridge, Canary Wharf and The River Thames. This apartment is located in the famous China Wharf development in the hear of Shad Thames.",Flat,Shad Thames,"Dexters, Tower Bridge",rightmove,https://www.rightmove.co.uk/properties/134896922#/?channel=RES_LET,Added,2023-05-17
rent,"Elvaston Place, South Kensington",1,1, ,"£2,925",£675,A fantastic one bedroom apartment on one of the best streets in South Kensington. The property is perfect for a couple or a single individual looking to be in the heart of South Kensington.,Flat,South Kensington,"Dexters, South Kensington",rightmove,https://www.rightmove.co.uk/properties/134896910#/?channel=RES_LET,Added,2023-05-17
rent,"Hanger Lane, Ealing",,, ,"£1,250",£288,"MODERN STUDIO APARTMENT available, featuring an en-suite shower room and a kitchenette. All bills are included, except council tax. This apartment is ideal for couples or single professionals. Open to offers! Four studio apartments are available, with prices ranging from £1150-£1300 PCM....",Studio,Ealing,"Castle Hill Properties, Ealing",rightmove,https://www.rightmove.co.uk/properties/134896871#/?channel=RES_LET,Added,2023-05-17
rent,"Downs Court, 20 The Downs, Wimbledon",3,1, ,"£2,300",£531,"Spacious three double bedroom apartment in well maintained mansion block set back from the road. Accommodation comprises, entrance hall with storage, large, bright south facing reception room, separate kitchen, modern bathroom, separate WC, three double bedrooms with fitted wardrobes to master. T...",Flat,Wimbledon,"andrew scott robertson, Wimbledon Village",rightmove,https://www.rightmove.co.uk/properties/134896835#/?channel=RES_LET,Added,2023-05-17
rent,"Baker Street, Marylebone, NW1",1,1, ,"£3,900",£900,"VIDEO VIEWING AVAILABLE: Beautiful well presented one bedroom apartment located moments away from Regents Park. This stylish property benefits from wooden flooring throughout, lots of natural lighting as it is situated on the top floor and has large windows. This property also features...",Apartment,NW1,"Parkes Estate Agents, Kensington",rightmove,https://www.rightmove.co.uk/properties/134925203#/?channel=RES_LET,Added,2023-05-17
rent,"Northdown Street, London, N1",2,, ,"£1,900",£438,Nice 2 double bed apartment situated within a Victorian Conversion building which is very bright and airy. This flat provides exceptionally well presented interiors with stylish decor.,Flat,N1,"MoveHome, London",rightmove,https://www.rightmove.co.uk/properties/50297593#/?channel=RES_LET,Added,2023-05-17
rent,"Merchant Square, Paddington, London W2",1,1, ,"£3,120",£720,"This stunning interior designed apartment is set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the eight floor of this prestigious building which features concierge, lift service and secure underground parking. The apartment compri...",Flat,London W2,"Relo Redac Strattons, Notting Hill Gate",rightmove,https://www.rightmove.co.uk/properties/134896718#/?channel=RES_LET,Added,2023-05-17
rent,"Lee Park, London",2,2, ,"£2,200",£508,"A spacious ""two suite"" garden floor apartment in a beautiful Grade II listed period property just a three minute walk from Blackheath BR Station and Village with its excellent transport links and array of cafes, restaurants, pubs, shops and boutiques. Located on one of Blackheaths most (cont.)",Apartment,London,"London Key, Blackheath",rightmove,https://www.rightmove.co.uk/properties/134896721#/?channel=RES_LET,Added,2023-05-17
rent,"All Saints Road, Notting Hill, Kensington & Chelsea, W11",1,1, ,"£10,833","£2,500","A spacious two-bedroom apartment offering a haven of natural light and warm furnishings, in the heart of Notting Hill.",Apartment,W11,"Domus Nova, Notting Hill",rightmove,https://www.rightmove.co.uk/properties/134896814#/?channel=RES_LET,Added,2023-05-17
rent,"All Saints Road, Notting Hill, Kensington & Chelsea, W11",2,2, ,"£6,500","£1,500","A spacious two-bedroom flat offering a haven of natural light and warm furnishings, in the heart of Notting Hill.",Apartment,W11,"Domus Nova, Notting Hill",rightmove,https://www.rightmove.co.uk/properties/134896694#/?channel=RES_LET,Added,2023-05-17
rent,"Nova, 79 Buckingham Palace Road, Westminster, London, SW1W",2,2, ,"£6,717","£1,550","Exceptional 2 bedroom, 2 bathroom apartment in the highly desirable Nova building. Nova has a 24/7 concierge and features a residents' roof garden, gym, meeting room and cinema.",Apartment,SW1W,"Savills Lettings, Westminster",rightmove,https://www.rightmove.co.uk/properties/134896637#/?channel=RES_LET,Added,2023-05-17
rent,"Moselle Avenue, London, N22",2,1, ,"£1,650",£381,"Very bright 2 bedroom terraced house to rent, featuring a private rear garden and with excellent access to both Wood Green tube & shopping centre. Available late May 2023, exclusively to rent with Network Agencies.",Terraced,N22,"Network Agencies, Finsbury Park",rightmove,https://www.rightmove.co.uk/properties/134896343#/?channel=RES_LET,Added,2023-05-17
rent,"Caledonian Road, Islington, London, N1",1,1, ,"£1,625",£375,"A neutrally decorated, bright, one bedroom first floor apartment with period features is now available to rent. The accommodation is close to Kings Cross station and the surrounding amenities of Caledonian Road, Kings Cross and Islington.",Apartment,N1,"Myspace, Islington",rightmove,https://www.rightmove.co.uk/properties/123346604#/?channel=RES_LET,Added,2023-05-17
rent,"Golders Way, London, NW11",1,1, ,"£1,600",£369,"Simply stunning. A fabulous one bedroom modernised apartment ideally situated in the heart of Golders Green. Close to shops and tube. Benefits include fully furnished, designer interior, study area, convenient location and available immediately. Council Tax Band: B Deposit: £...",Apartment,NW11,"Ellis & Co, Golders Green",rightmove,https://www.rightmove.co.uk/properties/134896484#/?channel=RES_LET,Added,2023-05-17
rent,"Hill Street, Mayfair, London",1,1, ,"£3,120",£720,"This stunning one bedroom apartment is situated on the six floor of this beautiful red brick building in the heart of Mayfair. The apartment comprises a large double bedroom, a modern bathroom, spacious reception room with rear facing views over Hay’s Mews and a unique kitchenette with access to ...",Apartment,London,"Outlet Residential, London",rightmove,https://www.rightmove.co.uk/properties/134896421#/?channel=RES_LET,Added,2023-05-17
rent,"44 Fairleads, 26 Wickford Way, London, E17",1,1, ,"£2,000",£462,PET Friendly | Outdoor Heated SWIMMING POOL| GYM | Residents Lounge with FREE WIFI | Free Broadband | 24/7 Concierge | Short Walk to Shops | 20 Minutes to Central London | Bike Storage |,Apartment,E17,"Blackhorse Mills, London",rightmove,https://www.rightmove.co.uk/properties/134896340#/?channel=RES_LET,Added,2023-05-17
rent,"2 Biscayne Avenue, London , E14",,1, ,"£1,703",£393,LARGE FURNISHED STUDIO AVAILABLE NOW ,Flat,E14,"Estates & Lets Ltd, London",rightmove,https://www.rightmove.co.uk/properties/134896361#/?channel=RES_LET,Added,2023-05-17
rent,"Carrara Tower, London, EC1V",1,1, ,"£3,683",£850,"TWENTY FIRST FLOOR APARTMENT One bedroom apartment in the luxury development 250 City Road. Located in a prime location close to both Angel & Old Street stations, The City and Shoreditch. Complete with a modern interior, finished to a HIGH STANDARD, with an OPEN PLAN kit...",Flat,EC1V,"Fraser & Co, Shoreditch",rightmove,https://www.rightmove.co.uk/properties/134448302#/?channel=RES_LET,Added,04/05/2023
rent,"Vestry Court, Monck Street, SW1P",2,2, ,"£3,050",£704,"Regent are proud to present this lavish two-bedroom apartment in the heart of Vestry Court, SW1P. The property comprises a modern fully fitted kitchen, two double bedrooms, two bathrooms (one en-suite), spacious bright reception with a private balcony.",Apartment,SW1P,"Regent Letting and Property Management, London",rightmove,https://www.rightmove.co.uk/properties/133019945#/?channel=RES_LET,Reduced,2023-05-17
rent,"Crosby Walk, Tulse Hill",4,, ,"£3,300",£762,"**NO DEPOSIT OPTION AVAILABLE** Four great doubles - We are pleased to present this four double bedroom home, which is set within quiet residential area of Crosby Walk.",Flat,Tulse Hill,"haart, Brixton - Lettings",rightmove,https://www.rightmove.co.uk/properties/121895576#/?channel=RES_LET,Added,2023-05-17
rent,"Loftus Road, Shepherds Bush, London, W12 7EN",1,1, ,"£2,000",£462,*** NEW TO THE MARKET *** SMALL PETS ACCEPTED. Jorgensen Turner estate agents Shepherds Bush are proud to present a spacious one-bedroom top floor conversion flat located in a popular central road by Shepherds Bush Market tube station. The property offers bright and airy accommodation ...,Flat,W12 7EN,"Jorgensen Turner, Shepherds Bush and Hammersmith Branch - Lettings",rightmove,https://www.rightmove.co.uk/properties/134896151#/?channel=RES_LET,Added,2023-05-17
rent,"Paddock Gardens, Upper Norwood, London, SE19",3,2, ,"£2,800",£646,A modern three double bedroom family home set within a gated development in the heart of the Crystal Palace Triangle to rent.,House,SE19,"Pedder, Crystal Palace",rightmove,https://www.rightmove.co.uk/properties/119496035#/?channel=RES_LET,Reduced,2023-05-17
rent,"5 Station Road, London, NW4",1,1, ,"£1,500",£346,"A lovely onebedroom property available to rent in Hendon, minutes away from Hendon overground Station. This excellent one bedroom is located on the 2nd floor of the development, which has lift access and secure entry phone system.",Flat,NW4,"Chris Anthony Estates, London",rightmove,https://www.rightmove.co.uk/properties/134896100#/?channel=RES_LET,Added,2023-05-17
rent,"Lewin Road, London, SW16",2,2, ,"£1,975",£456,"A beautifully presented two double bedroom, two-bathroom flat, on the first floor of well-maintained period house and within easy walking distance of both Streatham and Streatham Common Stations.",Apartment,SW16,"Marsh & Parsons, Streatham Hill",rightmove,https://www.rightmove.co.uk/properties/134896088#/?channel=RES_LET,Added,2023-05-17
rent,"Chelmer Road, London, E9",3,2, ,"£3,000",£692,"*PLEASE NOTE, THIS PROPERTY DOES NOT ALLOW MORE THAN 2 PROFESSIONAL SHARERS. COUPLES AND FAMILIES WELCOME* This bespoke three-bedroom modern house is located on a private road with security entrance, beautiful bright and airy interiors, and front and rear garden. The hous...",Terraced,E9,"Stirling Ackroyd Lettings, Hackney",rightmove,https://www.rightmove.co.uk/properties/134336069#/?channel=RES_LET,Reduced,2023-05-17
rent,"Barrow Close , Winchmore hill , N213BE",,, ,£427,£99,Studio Flat -  Bathroom with bath and overhead shower - Unfurnished - Double glazing - 24 hour call centre - No Pets - 1 weeks rent payable at sign up,Studio,N213BE,"Riverside, HSP South",rightmove,https://www.rightmove.co.uk/properties/134896019#/?channel=RES_LET,Added,2023-05-17
rent,"Lordship Lane, East Dulwich",3,3, ,"£3,000",£692,"A stunning three bedroom, three bathroom, ground floor flat finished to the highest of standards.",Flat,East Dulwich,"Dexters, East Dulwich",rightmove,https://www.rightmove.co.uk/properties/134708600#/?channel=RES_LET,Reduced,2023-05-17
rent,"Mile End Road , London , E1",1,1, ,"£1,400",£323,Spacious 1 Bedroom Apartment Available NOW! - E1,Flat,E1,"Estates & Lets Ltd, London",rightmove,https://www.rightmove.co.uk/properties/134895899#/?channel=RES_LET,Added,2023-05-17
rent,"Allfarthing Lane, Wandsworth, SW18",1,1, ,"£1,600",£369,"A well-presented Victorian flat on the second floor. Accommodation includes a very light and airy open-plan kitchen/reception room, bedroom and bathroom. This property would suit single occupancy. Allfarthing Lane is conveniently located for the Southside shopping centre in Wandsworth which offer...",Flat,SW18,"Cound, Wandsworth - Lettings",rightmove,https://www.rightmove.co.uk/properties/134895881#/?channel=RES_LET,Added,2023-05-17
rent,"Chalton Street, London",2,1, ,"£2,492",£575,"Move with Barnard Marcus -Recently renovated two bedroom apartment situated in a clean gated block moments from Euston and within easy reach of the West End. The property offers two good sized bedrooms, kitchen/diner, wood floors and neutral decor through-out. The property is available now and id...",Apartment,London,"Barnard Marcus Lettings, Covent Garden Lettings",rightmove,https://www.rightmove.co.uk/properties/134138411#/?channel=RES_LET,Reduced,2023-05-17
rent,"Aldborough Court, 69 Chingford Avenue, Chingford",2,, ,"£1,450",£335,"Kings are pleased to offer for rent this 2 bedroom 1st floor apartment. Comprised of a modern fitted kitchen, large lounge and master bedroom with fitted wardrobes. The property has gas central heating, double glazed windows and also comes with garage en bloc! Available unfurnished now!!",Flat,Chingford,"Kings Group, South Chingford",rightmove,https://www.rightmove.co.uk/properties/134895716#/?channel=RES_LET,Added,2023-05-17
rent,"North End Road, Golders Green",,1, ,"£1,150",£265,Bills not included. A 1st floor studio apartment featuring fully fitted kitchen and shower room. Own GCH combi boiler and double glazed windows. The studio is offered fully furnished and is around 2 minutes walk to Golders Green tube. Available 3/6/23 Furnished Enquire online via,Flat,Golders Green,"Hausman & Holmes, London - Lettings",rightmove,https://www.rightmove.co.uk/properties/134895680#/?channel=RES_LET,Added,2023-05-17
rent,"Morecambe Street, Elephant & Castle, SE17",4,2, ,"£4,117",£950,"This is a great new 4 bed house close to Zone 1. This townhouse offers 4 double bedrooms, two bathrooms and an additional toilet. Modern kitchen and a separate spacious living room that opens out to the private garden. Further to all this is a private driveway and also a utility room. This is a g...",Town House,SE17,"Davis & Gibbs Ltd, Balham",rightmove,https://www.rightmove.co.uk/properties/86139195#/?channel=RES_LET,Added,2023-05-17
